game,type,target,predictor,r_squared,coef,p_value,n_obs,r_squared_adj,group
athey_bagwell,MLR,win_rate,family_version_3.3,0.8121747776279186,-0.059040583649206724,0.36851475962628055,24,0.6914299918172948,Both
athey_bagwell,MLR,win_rate,family_version_4,0.8121747776279186,0.28490985205839553,0.0014630505709785772,24,0.6914299918172948,Both
athey_bagwell,MLR,win_rate,cooperation,0.8121747776279186,1.2010875986138014,0.0014546874388582437,24,0.6914299918172948,Both
athey_bagwell,MLR,win_rate,deception,0.8121747776279186,0.07713863572347934,0.35000197457861015,24,0.6914299918172948,Both
athey_bagwell,MLR,win_rate,rationality,0.8121747776279186,-0.5733309267988762,0.046622472626313326,24,0.6914299918172948,Both
green_porter,MLR,average_profit,family_qwen3,0.3266684154888382,0.10584775216642976,1.9260820567900172e-06,24,0.08902197389666333,Architectural
green_porter,MLR,average_profit,param_size_num,0.3266684154888382,-0.0001028558581604655,0.5836667501357611,24,0.08902197389666333,Architectural
green_porter,MLR,average_profit,arch_dense,0.3266684154888382,-0.030140199016300447,0.4584836874013877,24,0.08902197389666333,Architectural
green_porter,MLR,average_profit,thinking_enabled_False,0.3266684154888382,0.04718248381999293,0.02667862178531885,24,0.08902197389666333,Architectural
green_porter,MLR,average_profit,thinking_enabled_True,0.3266684154888382,0.05866526834642992,0.015213409239985808,24,0.08902197389666333,Architectural
green_porter,MLR,average_profit,family_version_3.1,0.3266684154888382,0.2279593355934716,5.841467823420753e-06,24,0.08902197389666333,Architectural
green_porter,MLR,average_profit,family_version_3.3,0.3266684154888382,0.2810362418661573,6.5358153386393054e-06,24,0.08902197389666333,Architectural
green_porter,MLR,average_profit,family_version_4,0.3266684154888382,0.1345516051405959,0.0064890156055227854,24,0.08902197389666333,Architectural
green_porter,MLR,average_profit,cooperation,0.37268713779604423,-0.08661783535343014,0.28117591808483244,24,0.3129430556813817,Strategic
green_porter,MLR,average_profit,coordination,0.37268713779604423,-0.07782483015633024,0.2944549906495393,24,0.3129430556813817,Strategic
green_porter,MLR,average_profit,family_qwen3,0.6090050532253141,0.12615609119110946,2.3747362395390061e-07,24,0.4004744149454815,Both
green_porter,MLR,average_profit,param_size_num,0.6090050532253141,-0.00015245404012052355,0.336261240677065,24,0.4004744149454815,Both
green_porter,MLR,average_profit,arch_dense,0.6090050532253141,-0.05801698645582956,0.18847078052601693,24,0.4004744149454815,Both
green_porter,MLR,average_profit,thinking_enabled_False,0.6090050532253141,0.08697994431674794,0.001772299519975172,24,0.4004744149454815,Both
green_porter,MLR,average_profit,thinking_enabled_True,0.6090050532253141,0.03917614687433789,0.06926806575524787,24,0.4004744149454815,Both
green_porter,MLR,average_profit,family_version_3.1,0.6090050532253141,0.22696532168461359,1.6660279840028986e-06,24,0.4004744149454815,Both
green_porter,MLR,average_profit,family_version_3.3,0.6090050532253141,0.3272536393891639,8.29531080950272e-06,24,0.4004744149454815,Both
green_porter,MLR,average_profit,family_version_4,0.6090050532253141,0.20236638278089214,0.00039748596979440916,24,0.4004744149454815,Both
green_porter,MLR,average_profit,cooperation,0.6090050532253141,-0.22396293982357657,0.040769924891247304,24,0.4004744149454815,Both
green_porter,MLR,average_profit,coordination,0.6090050532253141,0.03506799416208839,0.7364327615820254,24,0.4004744149454815,Both
green_porter,MLR,win_rate,family_qwen3,0.49793387203471495,0.137450511194503,4.677813539571061e-16,24,0.3207340621646143,Architectural
green_porter,MLR,win_rate,param_size_num,0.49793387203471495,-7.320759582821765e-05,0.21684958906731347,24,0.3207340621646143,Architectural
green_porter,MLR,win_rate,arch_dense,0.49793387203471495,0.00898527968596674,0.475658500849814,24,0.3207340621646143,Architectural
green_porter,MLR,win_rate,thinking_enabled_False,0.49793387203471495,0.09222601131166679,2.2697705569491676e-11,24,0.3207340621646143,Architectural
green_porter,MLR,win_rate,thinking_enabled_True,0.49793387203471495,0.04522449988282934,3.6574742129392848e-06,24,0.3207340621646143,Architectural
green_porter,MLR,win_rate,family_version_3.1,0.49793387203471495,0.197347088324955,1.5930871289682511e-12,24,0.3207340621646143,Architectural
green_porter,MLR,win_rate,family_version_3.3,0.49793387203471495,0.20961652379553933,2.0218629295626592e-11,24,0.3207340621646143,Architectural
green_porter,MLR,win_rate,family_version_4,0.49793387203471495,0.22210860491127457,6.684850323727531e-12,24,0.3207340621646143,Architectural
green_porter,MLR,win_rate,cooperation,0.29470122166319734,-0.059730360053991544,0.05817975052664276,24,0.22752990944064466,Strategic
green_porter,MLR,win_rate,coordination,0.29470122166319734,0.07999166005438252,0.008504638573839438,24,0.22752990944064466,Strategic
green_porter,MLR,win_rate,family_qwen3,0.7665613977918734,0.13775225339611868,8.870323729057124e-16,24,0.6420608099475391,Both
green_porter,MLR,win_rate,param_size_num,0.7665613977918734,-0.00011325258832522062,0.01782591635235116,24,0.6420608099475391,Both
green_porter,MLR,win_rate,arch_dense,0.7665613977918734,-0.02087396453311302,0.09417233132345759,24,0.6420608099475391,Both
green_porter,MLR,win_rate,thinking_enabled_False,0.7665613977918734,0.0894979894972398,4.802469388165433e-10,24,0.6420608099475391,Both
green_porter,MLR,win_rate,thinking_enabled_True,0.7665613977918734,0.04825426389885708,3.075301661007575e-07,24,0.6420608099475391,Both
green_porter,MLR,win_rate,family_version_3.1,0.7665613977918734,0.20546269769373526,1.4278973766114188e-13,24,0.6420608099475391,Both
green_porter,MLR,win_rate,family_version_3.3,0.7665613977918734,0.24852435062442174,1.339518876790177e-11,24,0.6420608099475391,Both
green_porter,MLR,win_rate,family_version_4,0.7665613977918734,0.21870148943505135,1.9089048295358262e-11,24,0.6420608099475391,Both
green_porter,MLR,win_rate,cooperation,0.7665613977918734,-0.1142968021735889,0.0009121204837778815,24,0.6420608099475391,Both
green_porter,MLR,win_rate,coordination,0.7665613977918734,0.1028177776178193,0.0024996055178162562,24,0.6420608099475391,Both
salop,MLR,average_profit,family_qwen3,0.8168210192647024,0.3783940248203371,1.818845661754066e-07,24,0.7521696142993033,Architectural
salop,MLR,average_profit,param_size_num,0.8168210192647024,9.170219384399447e-05,0.8699945183869908,24,0.7521696142993033,Architectural
salop,MLR,average_profit,arch_dense,0.8168210192647024,-0.2360682802399341,0.0638834772927328,24,0.7521696142993033,Architectural
salop,MLR,average_profit,thinking_enabled_False,0.8168210192647024,-0.10470657567717101,0.09029079118560025,24,0.7521696142993033,Architectural
salop,MLR,average_profit,thinking_enabled_True,0.8168210192647024,0.4831006004975072,1.0127138411754535e-06,24,0.7521696142993033,Architectural
salop,MLR,average_profit,family_version_3.1,0.8168210192647024,-0.0011577656349230792,0.9913910270337708,24,0.7521696142993033,Architectural
salop,MLR,average_profit,family_version_3.3,0.8168210192647024,-0.07537243190413796,0.5741719100505203,24,0.7521696142993033,Architectural
salop,MLR,average_profit,family_version_4,0.8168210192647024,-0.07705324793177011,0.5613727297111157,24,0.7521696142993033,Architectural
salop,MLR,average_profit,cooperation,0.9519526506365276,0.575264337536993,3.6354580195170353e-06,24,0.9447455482320067,Strategic
salop,MLR,average_profit,rationality,0.9519526506365276,0.4597993259423043,0.0013362606001305316,24,0.9447455482320067,Strategic
salop,MLR,average_profit,reasoning,0.9519526506365276,1.2675024963954955,7.816456778589082e-09,24,0.9447455482320067,Strategic
salop,MLR,average_profit,family_qwen3,0.9489696896448584,0.023689488223403735,0.714232969002943,24,0.9217535241221162,Both
salop,MLR,average_profit,param_size_num,0.9489696896448584,0.00026998294130016134,0.4025981224518329,24,0.9217535241221162,Both
salop,MLR,average_profit,arch_dense,0.9489696896448584,-0.05244412625080935,0.48430637905381035,24,0.9217535241221162,Both
salop,MLR,average_profit,thinking_enabled_False,0.9489696896448584,-0.13249225006234572,0.05134294934904262,24,0.9217535241221162,Both
salop,MLR,average_profit,thinking_enabled_True,0.9489696896448584,0.15618173828577847,0.05732505868554132,24,0.9217535241221162,Both
salop,MLR,average_profit,family_version_3.1,0.9489696896448584,-0.12841034434615572,0.05935440068719918,24,0.9217535241221162,Both
salop,MLR,average_profit,family_version_3.3,0.9489696896448584,-0.12885310382276155,0.16753108618981336,24,0.9217535241221162,Both
salop,MLR,average_profit,family_version_4,0.9489696896448584,-0.2179563061201601,0.03596560808052453,24,0.9217535241221162,Both
salop,MLR,average_profit,cooperation,0.9489696896448584,0.5163299713204088,0.012329407255896402,24,0.9217535241221162,Both
salop,MLR,average_profit,reasoning,0.9489696896448584,1.281201872809699,3.381759259869223e-05,24,0.9217535241221162,Both
salop,MLR,win_rate,family_qwen3,0.9574320445426368,0.274394609817022,3.5350392273709586e-11,24,0.9424080602635674,Architectural
salop,MLR,win_rate,param_size_num,0.9574320445426368,0.00015436631017845187,0.5045785879922651,24,0.9424080602635674,Architectural
salop,MLR,win_rate,arch_dense,0.9574320445426368,-0.0894259077526986,0.08482932832600888,24,0.9424080602635674,Architectural
salop,MLR,win_rate,thinking_enabled_False,0.9574320445426368,-0.2284672044501704,3.0185810910735306e-08,24,0.9424080602635674,Architectural
salop,MLR,win_rate,thinking_enabled_True,0.9574320445426368,0.5028618142671921,8.138822619929195e-13,24,0.9424080602635674,Architectural
salop,MLR,win_rate,family_version_3.1,0.9574320445426368,-0.028377946237340943,0.5217434573548501,24,0.9424080602635674,Architectural
salop,MLR,win_rate,family_version_3.3,0.9574320445426368,-0.03316330185290798,0.5470338016575667,24,0.9424080602635674,Architectural
salop,MLR,win_rate,family_version_4,0.9574320445426368,-0.10106979383373936,0.07536193188291515,24,0.9424080602635674,Architectural
salop,MLR,win_rate,cooperation,0.9887350553857159,0.0988207082381604,0.015934741574513696,24,0.9870453136935733,Strategic
salop,MLR,win_rate,rationality,0.9887350553857159,1.004803122431672,1.366120874342405e-14,24,0.9870453136935733,Strategic
salop,MLR,win_rate,reasoning,0.9887350553857159,0.10436440055936258,0.07298143108467986,24,0.9870453136935733,Strategic
salop,MLR,win_rate,family_qwen3,0.9638388550811441,0.210076872350429,0.00033393362161753177,24,0.944552911124421,Both
salop,MLR,win_rate,param_size_num,0.9638388550811441,0.0001923972390358751,0.40503192625158735,24,0.944552911124421,Both
salop,MLR,win_rate,arch_dense,0.9638388550811441,-0.055389418352959394,0.3071376702073558,24,0.944552911124421,Both
salop,MLR,win_rate,thinking_enabled_False,0.9638388550811441,-0.2263584713289451,0.00014391106562122388,24,0.944552911124421,Both
salop,MLR,win_rate,thinking_enabled_True,0.9638388550811441,0.4364353436793743,8.220725183746982e-07,24,0.944552911124421,Both
salop,MLR,win_rate,family_version_3.1,0.9638388550811441,-0.052593871110299374,0.2616915486076007,24,0.944552911124421,Both
salop,MLR,win_rate,family_version_3.3,0.9638388550811441,-0.03646624574422451,0.5751612638616692,24,0.944552911124421,Both
salop,MLR,win_rate,family_version_4,0.9638388550811441,-0.11966348495296875,0.09783100120583937,24,0.944552911124421,Both
salop,MLR,win_rate,cooperation,0.9638388550811441,0.07394547102848933,0.5781684217659386,24,0.944552911124421,Both
salop,MLR,win_rate,reasoning,0.9638388550811441,0.22761905844881491,0.16957899648113153,24,0.944552911124421,Both
spulber,MLR,average_profit,family_qwen3,0.7402907991459582,0.5220691467584504,1.0733111639140188e-06,24,0.6486287282562964,Architectural
spulber,MLR,average_profit,param_size_num,0.7402907991459582,0.0006872379291789179,0.4395252536642248,24,0.6486287282562964,Architectural
spulber,MLR,average_profit,arch_dense,0.7402907991459582,-0.24855049103600735,0.20220558582272286,24,0.6486287282562964,Architectural
spulber,MLR,average_profit,thinking_enabled_False,0.7402907991459582,0.07878269939913257,0.40228509951862346,24,0.6486287282562964,Architectural
spulber,MLR,average_profit,thinking_enabled_True,0.7402907991459582,0.4432864473593191,0.00046027876303651787,24,0.6486287282562964,Architectural
spulber,MLR,average_profit,family_version_3.1,0.7402907991459582,0.08245475596090736,0.6264386079218625,24,0.6486287282562964,Architectural
spulber,MLR,average_profit,family_version_3.3,0.7402907991459582,-0.3898717573636383,0.07678934754196926,24,0.6486287282562964,Architectural
spulber,MLR,average_profit,family_version_4,0.7402907991459582,-0.1745678436045245,0.4054259427845869,24,0.6486287282562964,Architectural
spulber,MLR,average_profit,judgment,0.9260068270677727,0.22078282585168724,0.26003242672876864,24,0.9149078511279386,Strategic
spulber,MLR,average_profit,reasoning,0.9260068270677727,4.829425692510105,2.8731022923032214e-12,24,0.9149078511279386,Strategic
spulber,MLR,average_profit,self_awareness,0.9260068270677727,1.1295016573316787,5.18566359463846e-05,24,0.9149078511279386,Strategic
spulber,MLR,average_profit,family_qwen3,0.9827852967380369,-0.7735135812230209,1.0563771641477068e-06,24,0.9717187017839178,Both
spulber,MLR,average_profit,param_size_num,0.9827852967380369,0.0015502150124060744,0.0009157722639198614,24,0.9717187017839178,Both
spulber,MLR,average_profit,arch_dense,0.9827852967380369,-0.02466209057002754,0.6824879471351392,24,0.9717187017839178,Both
spulber,MLR,average_profit,thinking_enabled_False,0.9827852967380369,-0.5332172373700779,7.737322902748816e-08,24,0.9717187017839178,Both
spulber,MLR,average_profit,thinking_enabled_True,0.9827852967380369,-0.2402963438528854,0.0008999635999135735,24,0.9717187017839178,Both
spulber,MLR,average_profit,family_version_3.1,0.9827852967380369,-1.1399899964207256,2.1606781743544105e-08,24,0.9717187017839178,Both
spulber,MLR,average_profit,family_version_3.3,0.9827852967380369,-0.8490583566586236,8.143230181957357e-08,24,0.9717187017839178,Both
spulber,MLR,average_profit,family_version_4,0.9827852967380369,-1.6462606670471764,1.5689790919399293e-08,24,0.9717187017839178,Both
spulber,MLR,average_profit,judgment,0.9827852967380369,0.7923481846547017,0.0007411533766652319,24,0.9717187017839178,Both
spulber,MLR,average_profit,reasoning,0.9827852967380369,5.263509493125197,1.7465445575793063e-09,24,0.9717187017839178,Both
spulber,MLR,average_profit,self_awareness,0.9827852967380369,0.3631534984662407,0.0792524668759176,24,0.9717187017839178,Both
spulber,MLR,win_rate,family_qwen3,0.6954753253835004,0.3989590149004175,1.8635092959684108e-06,24,0.58799602846003,Architectural
spulber,MLR,win_rate,param_size_num,0.6954753253835004,0.0001502833033654854,0.8306962165593373,24,0.58799602846003,Architectural
spulber,MLR,win_rate,arch_dense,0.6954753253835004,-0.2672055937193325,0.09147178718793746,24,0.58799602846003,Architectural
spulber,MLR,win_rate,thinking_enabled_False,0.6954753253835004,0.08014869973117594,0.2882810887378708,24,0.58799602846003,Architectural
spulber,MLR,win_rate,thinking_enabled_True,0.6954753253835004,0.31881031516923974,0.0011489869850726821,24,0.58799602846003,Architectural
spulber,MLR,win_rate,family_version_3.1,0.6954753253835004,0.21478398949674568,0.12368812166093432,24,0.58799602846003,Architectural
spulber,MLR,win_rate,family_version_3.3,0.6954753253835004,-0.054874792907643785,0.7434883033026586,24,0.58799602846003,Architectural
spulber,MLR,win_rate,family_version_4,0.6954753253835004,-0.24730765609826316,0.14786459148115158,24,0.58799602846003,Architectural
spulber,MLR,win_rate,judgment,0.9797160240793169,0.08337261867236662,0.26955371335741896,24,0.9766734276912145,Strategic
spulber,MLR,win_rate,reasoning,0.9797160240793169,3.007131199343599,3.244503962725391e-16,24,0.9766734276912145,Strategic
spulber,MLR,win_rate,self_awareness,0.9797160240793169,1.278627875093774,2.278661362837823e-12,24,0.9766734276912145,Strategic
spulber,MLR,win_rate,family_qwen3,0.9886979467843465,-0.4309725735871455,2.331527835999882e-06,24,0.9814323411457122,Both
spulber,MLR,win_rate,param_size_num,0.9886979467843465,0.00041769633440706243,0.07956202001955656,24,0.9814323411457122,Both
spulber,MLR,win_rate,arch_dense,0.9886979467843465,-0.01228041756450748,0.7325163294252179,24,0.9814323411457122,Both
spulber,MLR,win_rate,thinking_enabled_False,0.9886979467843465,-0.2576252253563627,9.926912749254224e-07,24,0.9814323411457122,Both
spulber,MLR,win_rate,thinking_enabled_True,0.9886979467843465,-0.1733473482307499,0.00017010770325057118,24,0.9814323411457122,Both
spulber,MLR,win_rate,family_version_3.1,0.9886979467843465,-0.5922766702956102,1.2178487552620246e-07,24,0.9814323411457122,Both
spulber,MLR,win_rate,family_version_3.3,0.9886979467843465,-0.6779313109201563,1.9688880814662144e-09,24,0.9814323411457122,Both
spulber,MLR,win_rate,family_version_4,0.9886979467843465,-0.7922768077121269,2.285300441974054e-07,24,0.9814323411457122,Both
spulber,MLR,win_rate,judgment,0.9886979467843465,0.26801175589514736,0.028855214575383408,24,0.9814323411457122,Both
spulber,MLR,win_rate,reasoning,0.9886979467843465,2.9261200907065326,4.374194189948792e-09,24,0.9814323411457122,Both
spulber,MLR,win_rate,self_awareness,0.9886979467843465,1.0473344520783687,2.772532049173897e-07,24,0.9814323411457122,Both
