game,condition,target_type,target,analysis,feature,r_squared,r_squared_adj,coef,p_value,n_obs
athey_bagwell,baseline,magic,cooperation,SLR,thinking,0.13988417064688707,,0.11948717948717935,0.23103967778795714,12
athey_bagwell,baseline,magic,cooperation,SLR,reasoning_chars,0.13377082473957191,,6.082782989486423e-06,0.2423302031186241,12
athey_bagwell,baseline,magic,deception,SLR,architecture_moe,0.003945875943375143,,0.05371428571428574,0.8462236630334483,12
athey_bagwell,baseline,magic,deception,SLR,size_params,0.19637984809968478,,-0.0031235258375184173,0.14906338664535593,12
athey_bagwell,baseline,magic,deception,SLR,family_encoded,0.10203367123654727,,-0.2731428571428568,0.3115004588637514,12
athey_bagwell,baseline,magic,deception,SLR,version,0.3743186329367152,,0.7087572102779243,0.03449716624727688,12
athey_bagwell,baseline,magic,deception,SLR,thinking,0.16507241846410348,,-0.39555555555555544,0.1900016236050761,12
athey_bagwell,baseline,magic,deception,SLR,reasoning_chars,0.14889180346274888,,-1.9556459079518195e-05,0.21540288506871594,12
athey_bagwell,baseline,magic,rationality,SLR,architecture_moe,0.17205141210399788,,0.07707936507936497,0.18000468458359525,12
athey_bagwell,baseline,magic,rationality,SLR,size_params,0.019091791266620972,,0.00021164640605046193,0.6684732235204887,12
athey_bagwell,baseline,magic,rationality,SLR,family_encoded,0.11116896887091121,,-0.061958485958485895,0.28955831200228077,12
athey_bagwell,baseline,magic,rationality,SLR,version,0.15952763537920078,,0.10055082713708828,0.1983421139514143,12
athey_bagwell,baseline,magic,rationality,SLR,thinking,0.029894653123555326,,0.03658119658119649,0.5910124647202255,12
athey_bagwell,baseline,magic,rationality,SLR,reasoning_chars,0.03032093404454239,,1.9178605805035895e-06,0.5883374627252391,12
athey_bagwell,baseline,magic,reasoning,SLR,architecture_moe,0.24937698475918513,,-0.11919692846835714,0.09834083872530254,12
athey_bagwell,baseline,magic,reasoning,SLR,size_params,0.05388924620311386,,0.00045673730556273356,0.46782431057496887,12
athey_bagwell,baseline,magic,reasoning,SLR,family_encoded,0.2545844336922499,,0.12043502370645251,0.09434424605388607,12
athey_bagwell,baseline,magic,reasoning,SLR,version,0.8805349940022619,,-0.3034372301939164,6.311480148863137e-06,12
athey_bagwell,baseline,magic,reasoning,SLR,thinking,0.04881121414193301,,0.06004112554112542,0.49016496321276026,12
athey_bagwell,baseline,magic,reasoning,SLR,reasoning_chars,0.04473242969383551,,2.9921603294458505e-06,0.5093309405258646,12
athey_bagwell,baseline,performance,average_profit,SLR,architecture_moe,0.11584036004821419,,385.1715595905697,0.2790202558183312,12
athey_bagwell,baseline,performance,average_profit,SLR,size_params,0.10537628695009404,,3.02812821654752,0.30325742673634626,12
athey_bagwell,baseline,performance,average_profit,SLR,family_encoded,0.0032824247434516396,,64.83681184816845,0.859622108860038,12
athey_bagwell,baseline,performance,average_profit,SLR,version,0.004747218524806862,,105.6337141718464,0.8315099221623021,12
athey_bagwell,baseline,performance,average_profit,SLR,thinking,0.11683996470082947,,440.4251504488291,0.276821502667489,12
athey_bagwell,baseline,performance,average_profit,SLR,reasoning_chars,0.11451740923022524,,0.022698479016484342,0.2819602961266683,12
athey_bagwell,baseline,performance,productive_efficiency,SLR,architecture_moe,0.044573974871747524,,0.03758241758241751,0.510099529539273,12
athey_bagwell,baseline,performance,productive_efficiency,SLR,size_params,0.07875027674234802,,0.000411764240325575,0.3769635585402964,12
athey_bagwell,baseline,performance,productive_efficiency,SLR,family_encoded,0.011537923320141474,,-0.019120879120879064,0.7396836704497669,12
athey_bagwell,baseline,performance,productive_efficiency,SLR,version,0.0014467297596750806,,-0.00917268363519038,0.9065763496559719,12
athey_bagwell,baseline,performance,productive_efficiency,SLR,thinking,0.09581379731770578,,0.06273504273504263,0.3275456007715055,12
athey_bagwell,baseline,performance,productive_efficiency,SLR,reasoning_chars,0.0932582540169824,,3.2219916381554045e-06,0.33442035276831317,12
athey_bagwell,baseline,performance,win_rate,SLR,architecture_moe,0.1946946103396474,,0.09314285714285694,0.15102739852910235,12
athey_bagwell,baseline,performance,win_rate,SLR,size_params,0.010825965889066036,,0.00018104413897263548,0.7476048520489422,12
athey_bagwell,baseline,performance,win_rate,SLR,family_encoded,0.14158209064595295,,-0.07942857142857121,0.22800364501614262,12
athey_bagwell,baseline,performance,win_rate,SLR,version,0.23826057344917717,,0.13959098059779748,0.10740085192864021,12
athey_bagwell,baseline,performance,win_rate,SLR,thinking,0.010344532786184302,,0.024444444444444352,0.7531230750464872,12
athey_bagwell,baseline,performance,win_rate,SLR,reasoning_chars,0.01013487734656493,,1.259559177698937e-06,0.7555696533708052,12
green_porter,more_players,magic,cooperation,SLR,architecture_moe,0.27831761096593977,,0.28512532914036665,0.07794296161258722,12
green_porter,more_players,magic,cooperation,SLR,size_params,0.017967323483200515,,0.0005971531129933278,0.6779062119117645,12
green_porter,more_players,magic,cooperation,SLR,family_encoded,0.01587261071556867,,0.06809098837670297,0.6964235783169614,12
green_porter,more_players,magic,cooperation,SLR,version,0.1098975885648088,,0.24272706964728089,0.29250355944134454,12
green_porter,more_players,magic,cooperation,SLR,thinking,0.17911903504779292,,-0.2604284740600531,0.17041628824567606,12
green_porter,more_players,magic,cooperation,SLR,reasoning_chars,0.19939756503086914,,-1.4304152053036412e-05,0.14560807288322503,12
green_porter,more_players,magic,coordination,SLR,architecture_moe,0.010492831566265792,,0.05479999999999999,0.7514086810712223,12
green_porter,more_players,magic,coordination,SLR,size_params,0.0008041056926691992,,0.00012504586283276146,0.9302905566105384,12
green_porter,more_players,magic,coordination,SLR,family_encoded,0.048651428795049134,,0.11800000000000027,0.4908942803617433,12
green_porter,more_players,magic,coordination,SLR,version,0.03417390879919602,,0.13398007341373927,0.5651683972752092,12
green_porter,more_players,magic,coordination,SLR,thinking,0.14093959731543637,,-0.22866666666666666,0.22914750805282588,12
green_porter,more_players,magic,coordination,SLR,reasoning_chars,0.13770190206538624,,-1.176632701587596e-05,0.2350045821391332,12
green_porter,more_players,performance,average_profit,SLR,architecture_moe,0.06342094191288261,,-71.19816830347895,0.4297542261161328,12
green_porter,more_players,performance,average_profit,SLR,size_params,0.007040362698491176,,0.19553681866560435,0.7954365467318529,12
green_porter,more_players,performance,average_profit,SLR,family_encoded,0.12570642579573765,,-100.2377283992434,0.25813611600329467,12
green_porter,more_players,performance,average_profit,SLR,version,0.017542547951234777,,-50.729138696438156,0.6815576043143368,12
green_porter,more_players,performance,average_profit,SLR,thinking,0.012426842422276985,,-35.882691614333055,0.7301601016419614,12
green_porter,more_players,performance,average_profit,SLR,reasoning_chars,0.008240258140082779,,-0.0015211065008569405,0.7790425614094219,12
green_porter,more_players,performance,reversion_frequency,SLR,architecture_moe,0.3546492976230986,,-0.004365714285714303,0.041041952724189854,12
green_porter,more_players,performance,reversion_frequency,SLR,size_params,0.040547816664354364,,-1.2167967650444412e-05,0.5302857443275757,12
green_porter,more_players,performance,reversion_frequency,SLR,family_encoded,0.0011762990327125467,,0.0002514285714286073,0.9157289327049235,12
green_porter,more_players,performance,reversion_frequency,SLR,version,0.11390512880947756,,-0.0033518615626638715,0.2833327186836452,12
green_porter,more_players,performance,reversion_frequency,SLR,thinking,0.3684926845865939,,0.005066666666666643,0.036333820224975166,12
green_porter,more_players,performance,reversion_frequency,SLR,reasoning_chars,0.3740213215734973,,2.657300535880591e-07,0.03458890932114527,12
green_porter,more_players,performance,win_rate,SLR,architecture_moe,0.011868131868131848,,-0.005142857142857227,0.736100469559196,12
green_porter,more_players,performance,win_rate,SLR,size_params,0.13798774571987915,,0.0001445480011570072,0.23448116757317278,12
green_porter,more_players,performance,win_rate,SLR,family_encoded,0.01186813186813196,,0.005142857142857449,0.7361004695591848,12
green_porter,more_players,performance,win_rate,SLR,version,0.008737041668347434,,-0.005977975878342923,0.7726296107262651,12
green_porter,more_players,performance,win_rate,SLR,thinking,0.28888888888888886,,-0.02888888888888899,0.0715077496199376,12
green_porter,more_players,performance,win_rate,SLR,reasoning_chars,0.23313217272168385,,-1.350986850072831e-06,0.11183659664125473,12
green_porter,baseline,magic,cooperation,SLR,architecture_moe,0.13207159938598267,,0.1916362196700542,0.24557183379969938,12
green_porter,baseline,magic,cooperation,SLR,size_params,0.005608682028380052,,0.000325523118736893,0.8170689181227468,12
green_porter,baseline,magic,cooperation,SLR,family_encoded,0.0004624962838126745,,-0.0113403641471308,0.9471083733087786,12
green_porter,baseline,magic,cooperation,SLR,version,0.09425462384951866,,0.21932234689569197,0.3317196736714907,12
green_porter,baseline,magic,cooperation,SLR,thinking,0.1359633239525131,,-0.22137873594891144,0.23821495150668268,12
green_porter,baseline,magic,cooperation,SLR,reasoning_chars,0.16601701707749195,,-1.273461784710592e-05,0.18861654733547964,12
green_porter,baseline,magic,coordination,SLR,architecture_moe,0.09063945946992435,,0.1836,0.3416457020994863,12
green_porter,baseline,magic,coordination,SLR,size_params,0.04479669878036019,,0.0010639361861147746,0.5090197350211388,12
green_porter,baseline,magic,coordination,SLR,family_encoded,0.008553230209281004,,0.05640000000000028,0.7749791367143641,12
green_porter,baseline,magic,coordination,SLR,version,0.07819928334444193,,0.23103303618248605,0.37870890593434914,12
green_porter,baseline,magic,coordination,SLR,thinking,0.17178379083786322,,-0.2877777777777778,0.18037812846120058,12
green_porter,baseline,magic,coordination,SLR,reasoning_chars,0.16872378377781483,,-1.484700700961725e-05,0.18470364400185382,12
green_porter,baseline,performance,average_profit,SLR,architecture_moe,0.06092586512135223,,-62.13426602662588,0.4392794126719678,12
green_porter,baseline,performance,average_profit,SLR,size_params,0.0003636599019971598,,0.039569137173074864,0.9530929922135934,12
green_porter,baseline,performance,average_profit,SLR,family_encoded,0.02099391398274808,,-36.47346528517471,0.6532223685956586,12
green_porter,baseline,performance,average_profit,SLR,version,0.0547704360137915,,-79.81087918185028,0.4641039551694559,12
green_porter,baseline,performance,average_profit,SLR,thinking,4.196724591065681e-06,,-0.5871346282176546,0.9949585740928988,12
green_porter,baseline,performance,average_profit,SLR,reasoning_chars,0.0010563681116222412,,0.00048492513859030306,0.9201276106010977,12
green_porter,baseline,performance,reversion_frequency,SLR,architecture_moe,0.09755850843716962,,-0.002354285714285736,0.3229486018648634,12
green_porter,baseline,performance,reversion_frequency,SLR,size_params,0.014873372045750233,,-7.5772194213807355e-06,0.7057455969996227,12
green_porter,baseline,performance,reversion_frequency,SLR,family_encoded,0.017003080601406872,,0.0009828571428571811,0.6862684689957537,12
green_porter,baseline,performance,reversion_frequency,SLR,version,0.14006989646836576,,-0.003821709491347665,0.23070551757857488,12
green_porter,baseline,performance,reversion_frequency,SLR,thinking,0.1468726531488037,,0.0032888888888888725,0.2188092080895421,12
green_porter,baseline,performance,reversion_frequency,SLR,reasoning_chars,0.1621258635682441,,1.798827339907087e-07,0.1943885887776995,12
green_porter,baseline,performance,win_rate,SLR,architecture_moe,0.008667736757624445,,-0.005142857142857282,0.7735123500734518,12
green_porter,baseline,performance,win_rate,SLR,size_params,0.11281056098590347,,0.00015293434771889618,0.28580491774885014,12
green_porter,baseline,performance,win_rate,SLR,family_encoded,0.008667736757624445,,0.005142857142857449,0.7735123500734447,12
green_porter,baseline,performance,win_rate,SLR,version,0.006380985488119051,,-0.005977975878343034,0.8050806197461288,12
green_porter,baseline,performance,win_rate,SLR,thinking,0.21098626716604219,,-0.02888888888888899,0.13304130934210612,12
green_porter,baseline,performance,win_rate,SLR,reasoning_chars,0.13687354838165333,,-1.2112899233068594e-06,0.23652840878901707,12
salop,more_players,magic,cooperation,SLR,architecture_moe,0.06624630541871945,,0.2342857142857142,0.41931092987638585,12
salop,more_players,magic,cooperation,SLR,size_params,0.09636265914930131,,0.002329152454850591,0.326091135120096,12
salop,more_players,magic,cooperation,SLR,family_encoded,0.06624630541871923,,-0.2342857142857139,0.4193109298763865,12
salop,more_players,magic,cooperation,SLR,version,0.1281963003815345,,0.44153120083901465,0.2531404411212457,12
salop,more_players,magic,cooperation,SLR,thinking,0.6993103448275861,,-0.8666666666666666,0.00069955886923116,12
salop,more_players,magic,cooperation,SLR,reasoning_chars,0.6848129625233919,,-4.464652892062529e-05,0.0008926228316843399,12
salop,more_players,magic,rationality,SLR,architecture_moe,0.004974495268116219,,-0.053849359962043375,0.8275759175401707,12
salop,more_players,magic,rationality,SLR,size_params,0.06042928212023835,,-0.0015470640835651972,0.4412105287615655,12
salop,more_players,magic,rationality,SLR,family_encoded,0.2624848360155052,,0.39116333856860697,0.08856481877798729,12
salop,more_players,magic,rationality,SLR,version,0.10332008519598501,,-0.33247354047018507,0.3082977731998775,12
salop,more_players,magic,rationality,SLR,thinking,0.9760922977824131,,0.8588229031797046,1.941608255267848e-09,12
salop,more_players,magic,rationality,SLR,reasoning_chars,0.9723365553234693,,4.462221028488645e-05,4.033656613207695e-09,12
salop,more_players,magic,reasoning,SLR,architecture_moe,0.0038585448060908245,,-0.04642152633947684,0.8479172176685655,12
salop,more_players,magic,reasoning,SLR,size_params,0.08572872140792331,,-0.0018036379592259158,0.35571333447421727,12
salop,more_players,magic,reasoning,SLR,family_encoded,0.28104743022345,,0.3961844734235799,0.07623304582328806,12
salop,more_players,magic,reasoning,SLR,version,0.18867123761720206,,-0.43976348627080175,0.15825489748779212,12
salop,more_players,magic,reasoning,SLR,thinking,0.7273879184767444,,0.725676106629441,0.0004218624983396325,12
salop,more_players,magic,reasoning,SLR,reasoning_chars,0.7122429384368973,,3.738164898983352e-05,0.0005574525648990515,12
salop,more_players,performance,average_profit,SLR,architecture_moe,0.014292724559230696,,88.35092734646298,0.7113246744533355,12
salop,more_players,performance,average_profit,SLR,size_params,0.04767882626261921,,-1.3301325748149733,0.49537031387894115,12
salop,more_players,performance,average_profit,SLR,family_encoded,0.45644913237561224,,499.2864650230721,0.015891982692026824,12
salop,more_players,performance,average_profit,SLR,version,0.13609508583072205,,-369.3460830923144,0.2379700223072552,12
salop,more_players,performance,average_profit,SLR,thinking,0.722899314343276,,715.3929346116844,0.0004588844181436858,12
salop,more_players,performance,average_profit,SLR,reasoning_chars,0.7079232449988049,,0.03685389749658541,0.0006020200753982216,12
salop,more_players,performance,market_price,SLR,architecture_moe,0.10501821661856803,,0.31911428571428413,0.30412828255395297,12
salop,more_players,performance,market_price,SLR,size_params,0.25242030705327445,,0.00407806950961228,0.09598665228777929,12
salop,more_players,performance,market_price,SLR,family_encoded,0.009111188874607268,,-0.09399428571428348,0.7679276047042953,12
salop,more_players,performance,market_price,SLR,version,0.0990424708979235,,0.41983953854221423,0.31909853317832304,12
salop,more_players,performance,market_price,SLR,thinking,0.1401421573367767,,-0.41971111111111226,0.23057564275081877,12
salop,more_players,performance,market_price,SLR,reasoning_chars,0.14061692828049688,,-2.1886154842774792e-05,0.22972424963480487,12
salop,more_players,performance,win_rate,SLR,architecture_moe,5.9648076349727575e-05,,-0.0057142857142858106,0.9809951578865121,12
salop,more_players,performance,win_rate,SLR,size_params,0.04178632294306994,,-0.0012466925375104589,0.5239370992649826,12
salop,more_players,performance,win_rate,SLR,family_encoded,0.3178645988666866,,0.41714285714285715,0.0562358734173357,12
salop,more_players,performance,win_rate,SLR,version,0.10183884666206144,,-0.3198741478762458,0.31198886230839584,12
salop,more_players,performance,win_rate,SLR,thinking,0.9526791927627001,,0.822222222222222,5.9580685101004435e-08,12
salop,more_players,performance,win_rate,SLR,reasoning_chars,0.9644007781595086,,4.306547515643018e-05,1.4283900476734462e-08,12
salop,baseline,magic,cooperation,SLR,architecture_moe,0.01638637859836023,,0.10571428571428568,0.6917591979399887,12
salop,baseline,magic,cooperation,SLR,size_params,0.04358905496184762,,0.001421213962490513,0.5149193999466215,12
salop,baseline,magic,cooperation,SLR,family_encoded,0.11262194027170991,,-0.2771428571428568,0.28623338426654593,12
salop,baseline,magic,cooperation,SLR,version,0.18472920418215344,,0.48085998951232345,0.163166685935032,12
salop,baseline,magic,cooperation,SLR,thinking,0.626867755900014,,-0.7444444444444445,0.0021487050802706125,12
salop,baseline,magic,cooperation,SLR,reasoning_chars,0.6486925540966557,,-3.942288297735359e-05,0.0015685729332246597,12
salop,baseline,magic,rationality,SLR,architecture_moe,0.0010711553175206667,,0.019999999999999907,0.9195721052571046,12
salop,baseline,magic,rationality,SLR,size_params,0.010063795595272707,,-0.0005053162060323458,0.7564053515549063,12
salop,baseline,magic,rationality,SLR,family_encoded,0.3415673844135969,,0.35714285714285704,0.04597082456715646,12
salop,baseline,magic,rationality,SLR,version,0.15672336725846725,,-0.3277399056109076,0.20270114073310333,12
salop,baseline,magic,rationality,SLR,thinking,0.9489926039275695,,0.6777777777777776,8.683752986310194e-08,12
salop,baseline,magic,rationality,SLR,reasoning_chars,0.9487315324517099,,3.527866775200813e-05,8.909284311165328e-08,12
salop,baseline,magic,reasoning,SLR,architecture_moe,0.05464897936664004,,0.1571683974126369,0.4646141318011813,12
salop,baseline,magic,reasoning,SLR,size_params,0.01529886429009697,,-0.0006854603600530515,0.7017343607795713,12
salop,baseline,magic,reasoning,SLR,family_encoded,0.45271753226640044,,0.45236381076568594,0.016494663966969848,12
salop,baseline,magic,reasoning,SLR,version,0.14757108631210647,,-0.34989159485721855,0.21762465582926746,12
salop,baseline,magic,reasoning,SLR,thinking,0.6371578028512066,,0.6110121414885966,0.001856517151302903,12
salop,baseline,magic,reasoning,SLR,reasoning_chars,0.6665740174841838,,3.253382488990061e-05,0.0011951915925369526,12
salop,baseline,performance,average_profit,SLR,architecture_moe,0.11356553498108324,,374.00817495956954,0.28409714680920645,12
salop,baseline,performance,average_profit,SLR,size_params,0.0033677606454842746,,-0.5308929763725909,0.8578252097585011,12
salop,baseline,performance,average_profit,SLR,family_encoded,0.5156003520437107,,796.9194417085373,0.008537489563406315,12
salop,baseline,performance,average_profit,SLR,version,0.12559508389396234,,-532.8473561508662,0.2583620005145147,12
salop,baseline,performance,average_profit,SLR,thinking,0.5075076117339652,,900.1838968127593,0.009330116312993408,12
salop,baseline,performance,average_profit,SLR,reasoning_chars,0.5307116458068802,,0.047920778562578446,0.0072074715859924915,12
salop,baseline,performance,market_price,SLR,architecture_moe,0.0001193441484298452,,-0.016581196581200164,0.9731198279778069,12
salop,baseline,performance,market_price,SLR,size_params,0.07880804276610531,,0.003512199086265884,0.3767811721537777,12
salop,baseline,performance,market_price,SLR,family_encoded,0.058049066949531936,,-0.36568986568986306,0.45063658158050646,12
salop,baseline,performance,market_price,SLR,version,0.10649587057338794,,0.6710275682483354,0.30055295608604077,12
salop,baseline,performance,market_price,SLR,thinking,0.21886365005183117,,-0.808452041785376,0.1250976517252313,12
salop,baseline,performance,market_price,SLR,reasoning_chars,0.2371243209262387,,-4.380665478453193e-05,0.1083692634711726,12
salop,baseline,performance,win_rate,SLR,architecture_moe,0.00488922841864059,,0.04571428571428561,0.8290406584160721,12
salop,baseline,performance,win_rate,SLR,size_params,0.005635765243379498,,-0.00040456357025409447,0.8166343851762687,12
salop,baseline,performance,win_rate,SLR,family_encoded,0.3743315508021392,,0.3999999999999999,0.034493184883795595,12
salop,baseline,performance,win_rate,SLR,version,0.1717567419779089,,-0.36706869428421646,0.1804159160195609,12
salop,baseline,performance,win_rate,SLR,thinking,0.912655971479501,,0.711111111111111,1.299287207952404e-06,12
salop,baseline,performance,win_rate,SLR,reasoning_chars,0.9115454997755357,,3.6996248448870306e-05,1.3847020680542524e-06,12
spulber,more_players,magic,judgment,SLR,architecture_moe,0.012384517009301654,,-0.07313266666666662,0.7446124414157256,11
spulber,more_players,magic,judgment,SLR,size_params,0.006868521991025389,,0.0004404071235727124,0.8085842882933318,11
spulber,more_players,magic,judgment,SLR,family_encoded,0.29478244617620764,,0.35679822222222196,0.08436446271045493,11
spulber,more_players,magic,judgment,SLR,version,0.2779063224953573,,-0.46075365566037746,0.09564305213489274,11
spulber,more_players,magic,judgment,SLR,thinking,0.07749345018729958,,0.20453111111111114,0.40716503464888965,11
spulber,more_players,magic,judgment,SLR,reasoning_chars,0.07160223666274768,,1.0231452285518888e-05,0.42632264214617,11
spulber,more_players,magic,rationality,SLR,architecture_moe,0.13103313084909618,,0.17766666666666664,0.27398356330412504,11
spulber,more_players,magic,rationality,SLR,size_params,0.006258278085339852,,-0.0003139739666431267,0.8171555096199622,11
spulber,more_players,magic,rationality,SLR,family_encoded,0.15064654277767786,,-0.19050000000000022,0.2381747725284691,11
spulber,more_players,magic,rationality,SLR,version,0.44021499609882586,,0.43310731132075503,0.026029745900169758,11
spulber,more_players,magic,rationality,SLR,thinking,0.04094785339034257,,-0.11104166666666664,0.5506991622200053,11
spulber,more_players,magic,rationality,SLR,reasoning_chars,0.03740515303507508,,-5.523104108154071e-06,0.5688209332747742,11
spulber,more_players,magic,reasoning,SLR,architecture_moe,0.18418231365855098,,0.11022222222222225,0.18777593930500058,11
spulber,more_players,magic,reasoning,SLR,size_params,0.008186231299773916,,0.00018790486403543163,0.7913482740737677,11
spulber,more_players,magic,reasoning,SLR,family_encoded,0.2632655047465037,,0.13177777777777755,0.1065069738383522,11
spulber,more_players,magic,reasoning,SLR,version,0.0016877822306560208,,0.014033018867924494,0.9045391418746912,11
spulber,more_players,magic,reasoning,SLR,thinking,0.07627931939328614,,0.07930555555555571,0.41101742980406375,11
spulber,more_players,magic,reasoning,SLR,reasoning_chars,0.07421475732139382,,4.070918920794222e-06,0.4176805897137078,11
spulber,more_players,magic,self_awareness,SLR,architecture_moe,0.07282116303747632,,-0.14761322222222217,0.42226061886551103,11
spulber,more_players,magic,self_awareness,SLR,size_params,0.009926851337561438,,0.0004407101267956414,0.7706987096328585,11
spulber,more_players,magic,self_awareness,SLR,family_encoded,0.3477760067946296,,0.32258655555555543,0.05619082872424288,11
spulber,more_players,magic,self_awareness,SLR,version,0.5347172143393947,,-0.5319933962264154,0.010555761950024294,11
spulber,more_players,magic,self_awareness,SLR,thinking,0.09175335976267207,,0.18525180555555568,0.36523219623567094,11
spulber,more_players,magic,self_awareness,SLR,reasoning_chars,0.08345135581121299,,9.194228012118028e-06,0.3889323615983131,11
spulber,more_players,performance,allocative_efficiency,SLR,architecture_moe,0.1140013357321994,,0.13633333333333336,0.3098743065695171,11
spulber,more_players,performance,allocative_efficiency,SLR,size_params,0.013321555617620162,,-0.00037685594469001436,0.7354151548895731,11
